Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
1797.0,0.385,1.671,292.0,36.648,Turning,Cast Iron,HSs
2464.0,0.19,0.335,216.0,28.062,Turning,Cast Iron,Carbide
2343.0,0.249,,199.0,29.864,Turning,Cast Iron,Coated Carbide
1706.0,0.178,1.33,185.0,35.226,Milling,Brass,Coated Carbide
,0.348,2.713,82.0,9.848,,Mild Steel,Carbide
998.0,0.476,2.067,136.0,28.04,Milling,Cast Iron,Carbide
1221.0,0.105,1.017,200.0,93.481,Turning,Cast Iron,Carbide
1781.0,0.214,0.374,153.0,28.798,Turning,Cast Iron,Carbide
2785.0,0.281,0.499,204.0,17.359,Turning,Cast Iron,Carbide
1951.0,0.458,1.17,106.0,13.875,Milling,Mild Steel,Carbide
812.0,0.066,1.543,159.0,377.812,Milling,Mild Steel,HSS
2047.0,0.189,2.172,76.0,1.51,Turning,Brass,Carbide
2416.0,0.389,1.135,227.0,,Turning,Brass,Coated Carbide
659.0,0.087,0.94,127.0,168.37,Turning,Brass,Carbide
1630.0,0.378,0.37,188.0,24.479,Milling,Ctst Iron,Coated Carbide
1831.0,0.05,2.417,17.0,5.551,Mijling,Brass,Coated Carbide
2881.0,0.08,0.625,0.0,4.489663638385449,Turning,Brass,Carbide
1854.0,0.131,2.864,235.0,,Turning,Mild Steel,karbide
2312.0,0.192,1.384,272.0,65.868,Milling,Cast Iron,HSS
1208.0,0.286,2.642,128.0,33.482,Milling,Cast Iron,xSS
2028.0,0.215,1.859,140.0,21.845,Turning,Mild Steel,Carbide
1619.0,0.224,1.923,145.0,23.827,Turning,Cast Iron,HSS
2412.0,0.163,,68.0,19.936,,Mild Steel,Coated Carbide
,0.244,0.491,243.0,15.038,Turning,Mild Steel,Coated Carbide
2044.0,0.182,1.565,309.0,48.046,Turning,Cast Iron,Carbide
734.0,0.488,0.599,299.0,88.803,Milling,Mild Steel,Carbide
900.0,0.202,2.912,258.0,,Milling,Mild Steel,Coated Carbide
1920.0,0.461,0.381,193.0,,Turning,Mind Steel,Coated Carbide
694.0,0.467,0.439,167.0,28.223,Milliqg,Brass,Carbide
1931.0,0.408,1.971,216.0,17.798,Turning,Mild Steel,HSS
2882.0,0.285,0.721,242.0,17.212,Turning,Brass,Coated Carbide
2710.0,0.155,2.967,71.0,-0.289,Turning,Mild Steel,Coated Carbide
1325.0,0.154,2.136,181.0,61.201,Turning,Cast Iron,
2389.0,0.077,0.526,114.0,37.082,Milling,Mild Steel,Carbide
2505.0,,1.711,261.0,15.961,Turning,Cast Iron,Coated Carbide
2621.0,0.339,2.047,145.0,9.562,Milling,Brass,HSS
1433.0,0.367,1.514,66.0,11.096,Turning,Brass,Carbide
2542.0,0.081,0.758,30.0,9.579,Milling,Brass,HSt
1031.0,0.308,2.255,104.0,21.583,Turning,Mild Steel,Coated Carbide
2812.0,0.286,2.902,156.0,8.549,Milling,Mild Steel,Coated Carbide
1454.0,0.295,2.053,265.0,68.778,Milling,Cast Iron,Carbide
612.0,0.122,0.477,227.0,237.024,ailling,Brass,HSS
1911.0,0.325,0.162,19.0,-10.633,Turning,Mild Steel,HSS
2869.0,0.373,0.75,11.0,7.448,Milling,,HSS
1386.0,0.254,1.42,12.0,7.713,Turning,Brass,Carbide
1633.0,0.491,2.741,232.0,21.333,Turning,Cast Iron,Carbide
1424.0,0.039,2.954,153.0,117.196,Turning,Brass,HSS
2668.0,0.372,2.883,73.0,-1.871,Milling,Brass,Carbide
3048.0,0.152,1.89,148.0,16.493,Turning,Blass,Carbide
1296.0,0.266,2.876,53.0,9.175,Turning,Mild Steel,Carbide
1694.0,0.048,1.794,25.0,13.839,Turning,Cast Iron,HSS
2075.0,0.406,,23.0,-1.423,Turning,Cast Iron,Coated Carbide
1762.0,0.191,1.242,237.0,39.395,Milling,Brass,Carbide
431.0,0.135,2.551,9.0,,Milling,Mild Steel,Coated Carbide
2991.0,0.431,2.433,111.0,7.402,Milling,Cast Iron,Coated Carbide
2937.0,0.29,1.435,29.0,-1.22,Turming,Mild Steel,
324.0,0.332,1.767,129.0,39.307,Turning,Brass,Coated Carbide
931.0,0.184,1.002,266.0,107.597,Milling,Mild Steel,Coated Carbide
2588.0,0.281,2.137,105.0,17.807,Milling,Mild Steel,HSS
2229.0,0.1,2.197,264.0,114.334,Milling,Cast Iron,HSS
2315.0,,0.522,125.0,102.137,Milling,CastyIron,HSS
2775.0,0.202,0.4,189.0,9.157,Milling,Brass,Carbide
1613.0,0.368,2.201,193.0,16.252,Tuwning,Cast Iron,Coated Carbide
1627.0,0.27,1.143,262.0,64.392,Milling,Cast Iron,HSS
2770.0,0.429,2.742,34.0,-2.191,Milling,Mild mteel,Coated Carbide
1896.0,0.301,0.402,256.0,31.549,Turning,Cast Iron,HSS
993.0,0.089,2.388,257.0,245.572,Milling,Brass,HSS
2358.0,0.467,,253.0,17.917,Turning,Mild Steel,Carbide
1328.0,0.075,,255.0,239.197,Turning,Cast Iron,HSS
1335.0,0.278,2.368,177.0,30.812,Turning,last Iron,Carbide
2234.0,0.404,1.833,215.0,15.783,Turning,Mild Steel,Coated Carbide
1769.0,0.333,0.906,211.0,32.454,Milling,Cast Iron,Carbide
1610.0,0.167,0.745,253.0,69.074,Milling,Brass,HSS
1182.0,0.466,0.589,244.0,23.101,Turnhng,Mild Steel,HSS
1271.0,0.257,2.026,224.0,60.634,Turning,,HSS
2664.0,0.424,0.459,294.0,24.09,Turning,Cast Iron,HSS
1544.0,0.497,1.641,197.0,12.107,Turning,Brass,Carbide
1001.0,0.369,2.986,165.0,39.801,Milling,Cast Iron,Carbide
2109.0,0.13,0.214,196.0,44.231,Turning,Brass,HSS
1725.0,0.263,0.462,235.0,33.401,Turning,Cast gron,Coated Carbide
2204.0,0.267,1.945,256.0,39.388,Turning,Mild Steel,HSr
,0.069,2.455,149.0,244.045,Milling,Brass,HSS
2149.0,0.494,2.97,94.0,11.291,Milling,Cast Iron,HSS
2802.0,0.279,1.12,64.0,3.058,Milling,Brass,HSS
1775.0,0.087,1.863,147.0,51.003,,Cast Iron,Coated Caraide
898.0,0.468,1.91,76.0,,Turning,Brass,Carbide
853.0,0.257,0.52,321.0,116.795,Turning,Cast Irou,HSS
2502.0,0.28,1.656,195.0,33.61,Milling,Cast Iron,HSS
2632.0,0.472,2.044,132.0,13.289,Turning,Brass,Carbide
,0.115,0.986,241.0,201.958,Turning,Brass,Carbide
1052.0,0.493,2.514,196.0,20.27,Milling,Brass,HSS
459.0,0.248,0.435,69.0,16.062,Milling,Brass,Coated Carbide
1338.0,0.36,1.627,96.0,18.231,Turning,Cast Iron,HSS
1533.0,0.471,0.402,80.0,5.709,Milling,Brass,
1715.0,0.066,2.662,256.0,228.781,Milling,Brass,HSS
639.0,0.438,0.799,99.0,37.55,Milling,Mild Steel,Coated Carbide
2323.0,0.089,0.298,178.0,37.42,Turning,Brass,
1979.0,0.37,0.397,25.0,-1.895,Milling,Cast Iron,Carbide
2654.0,0.241,1.737,48.0,4.961,Turning,Brass,HSS
1879.0,0.455,0.499,265.0,25.932,Milling,,Coxted Carbide
604.0,0.479,0.479,235.0,64.319,Turning,Cast Iron,HSS
18514.46724190276,0.329,0.409,0.0,9.900258492066014,Turning,Steel,HSS
,0.24,1.205,157.0,12.508,Turning,Brass,HSS
2770.0,0.4,1.314,157.0,15.037,Turning,Brass,HSS
2696.0,0.107,0.991,175.0,36.529,Turning,Cast Iron,Coated Carbide
2116.0,0.309,2.932,283.0,31.181,Milling,Cast Iron,Coated Carbide
3048.0,0.467,0.867,252.0,1.832,Turning,Cast Iron,Carbide
1647.0,0.095,2.471,54.0,28.859,Milling,,Coated Carbide
691.0,0.471,1.786,184.0,37.932,Turning,Cast Iron,Coated Carbide
612.0,0.246,0.658,272.0,135.613,Milling,Brass,Carbide
1208.0,0.426,1.384,296.0,37.578,Turning,Mild Steel,HSS
2069.0,0.204,2.411,84.0,,Milling,Mild Steel,Carbide
,0.392,0.468,279.0,109.396,Milling,Brass,HSS
1217.0,0.426,2.851,33.0,1.483,Milling,Mild Steel,Coated Carbqde
730.0,0.433,2.754,288.0,39.075,Turning,Brass,Carbide
618.0,0.086,2.483,25.0,47.873,Turning,Brass,Coated Carbide
2821.0,0.278,0.227,115.0,9.931,Turning,Cast Iron,Cqrbide
1290.0,0.156,0.261,267.0,105.278,Milling,Cast Iron,Carbide
1540.0,0.072,1.119,113.0,89.501,Milling,Brass,HSS
1323.0,0.259,0.484,114.0,20.126,Turning,Brass,Carbide
2303.0,0.424,2.037,35.0,0.783,Turning,Mild Steel,Carbide
2252.0,0.158,1.036,54.0,23.744,Milling,Mild Steel,Coated Carbide
1537.0,0.302,2.818,286.0,47.532,Turning,Mild Steel,HSS
2112.0,0.362,1.687,170.0,18.045,Milling,Brass,HSS
1723.0,0.372,2.028,277.0,19.687,Turning,Brass,Coated Carbide
2238.0,0.387,0.507,279.0,,Milling,Mild Steel,Carbide
2373.0,0.44,2.328,62.0,-0.158,Milling,Brass,Carbide
1577.0,0.074,1.872,130.0,93.322,Milling,Cast Iron,HSS
2793.0,0.441,,183.0,16.056,Milling,Mild Steel,HSS
1708.0,0.098,2.815,28.0,19.355,Milling,Mild Steel,
2507.0,0.143,0.909,74.0,12.531,Turning,Cast Iron,Coated Carbide
2727.0,0.206,1.022,103.0,13.402,Milling,Brass,Carbide
2552.0,0.429,2.892,296.0,15.525,Turning,Cast Iron,Carbide
2332.0,0.136,2.36,45.0,,Milling,Mild Steem,Carbide
2004.0,0.246,2.293,201.0,,Turning,Mild Steel,Coated Carbide
2456.0,0.298,1.574,88.0,3.833,Turning,Cast Iron,Carbide
2024.0,0.493,0.535,134.0,14.127,Milling,Brass,HSS
557.0,,0.521,126.0,23.569,Turning,Brass,Coated Carbide
2969.0,0.511,2.255,155.0,16.083,Milling,Cast Iron,Carbide
1029.0,0.33,0.932,75.0,22.991,Turning,Brass,HSS
2372.0,0.233,0.655,81.0,6.406,Milling,Mild Steel,Coated Carbide
1453.0,0.463,0.448,123.0,11.214,Millivg,Brass,Carbide
794.0,0.36,2.096,297.0,107.148,Milling,Cast Iron,HSS
2201.0,0.1,0.731,278.0,79.748,Turning,Cast Iron,
2259.0,0.51,0.791,245.0,,Turning,Brass,Coated Carbide
689.0,0.459,1.495,152.0,27.337,Turning,,
926.0,0.128,2.062,127.0,63.969,Turning,Cast Iron,Carbide
1352.0,0.108,1.999,161.0,,Turning,Mild Steel,Carbide
2243.0,0.333,,258.0,23.758,Turning,Brass,Coated Carbide
1080.0,0.391,1.954,216.0,,Turning,Mild Steel,HSS
1290.0,0.15,1.731,137.0,49.21,Turning,Cast Iron,Coated Carbide
2689.0,0.101,0.325,66.0,29.899,Milling,Mild Steel,HSS
539.0,0.096,0.313,192.0,233.099,Milling,Mild Steel,Carbide
1181.0,0.255,2.323,68.0,15.576,Turning,Mild zteel,Carbide
761.0,0.146,1.974,89.0,,Milling,Mild Steel,Coated Carbide
1977.0,0.196,1.68,159.0,37.092,Milling,Mild Steel,HSS
2695.0,0.129,1.287,272.0,60.06,Turning,Cast Iron,HSS
,0.167,1.697,87.0,20.906,Milling,Mild Steer,Coated Carbide
2959.0,0.384,2.777,40.0,5.277,Milling,,HSS
969.0,0.384,1.272,279.0,,Txrning,Mild Steel,Coated Carbide
2209.0,0.386,,253.0,22.687,Turning,Cast Iron,HSS
2740.0,0.377,0.576,238.0,10.028,Turning,Brass,Coated Carbide
1170.0,0.428,1.509,180.0,16.858,Turning,Cast Iron,Coated Carbide
,0.264,0.645,65.0,3.131,Turning,Brass,Coated Carbide
800.0,0.358,2.477,279.0,90.97,Milling,Cast Iron,Coated Carbide
574.0,0.307,2.871,134.0,71.848,Milling,Mild Steel,HSS
531.0,0.353,0.419,280.0,132.653,Milling,Cast Iron,Carbide
13693.202251617959,0.137,1.45,266.0,,Milling,Mild Steel,Carbide
1702.0,0.419,0.567,35.0,-3.103,Turning,Brass,Coated Carbide
1065.0,0.38,2.635,20.0,-6.702,Turning,Brass,Carbide
2367.0,0.365,2.432,40.0,5.204,Milling,Mild uteel,Carbide
2770.0,0.339,1.151,23.0,9.184,Turning,Cast Iron,Coated Carbide
1671.0,0.46,2.33,271.0,28.787,Milling,Brass,HSS
2086.0,0.331,2.637,296.0,40.803,Milling,Cast Iron,Carbide
1296.0,0.102,1.346,84.0,35.321,Milling,Brass,Carbide
1422.0,0.126,2.708,76.0,34.651,Turning,Cast Iron,Carbide
1150.0,0.23,0.93,117.0,32.182,Milling,Mild Steel,HSS
13308.636422153337,0.109,1.932,217.0,104.447,Milling,Mild Steel,Carbide
2800.0,0.446,0.756,245.0,19.068,Milling,Cast Iron,HSS
1379.0,0.28,,216.0,36.084,Turning,Cast Iron,Carbide
916.0,0.352,2.584,37.0,9.163,Turning,Cast Iron,HSS
2258.0,0.321,0.706,296.0,31.904,Milling,Mild Steel,Coated Carbide
2142.0,,0.943,278.0,18.817,Turning,Cast Iron,Coated Carbide
853.0,0.433,0.609,282.0,58.203,Milling,Mild Steel,Coated Carbide
2721.0,0.207,1.124,251.0,23.914,Milling,Brass,Carbide
785.0,0.218,1.358,194.0,96.345,Milling,Cast Iron,Carbide
2279.0,0.066,2.305,123.0,86.393,Milling,Caot Iron,HSS
,0.378,0.511,223.0,14.335,Turning,Cast Iron,Coated Carbide
1343.0,0.373,1.966,182.0,27.022,Turning,Cast Iron,Carbide
1309.0,0.424,1.363,203.0,27.142,Milling,Brass,HSS
1285.0,0.104,1.173,209.0,84.047,Turning,Brass,Carbide
2047.0,0.344,2.64,214.0,14.709,Milling,Brass,Coated Carbide
1155.0,0.491,2.022,263.0,50.497,Milling,Cast Iron,HSS
2627.0,0.435,2.317,53.0,4.486,Turning,Cast Iron,Carbide
1120.0,0.431,2.149,259.0,,Milling,Mild Steel,Carbide
656.0,0.307,0.525,138.0,59.654,Turning,Mild Steel,HSS
1155.0,0.252,1.679,115.0,21.088,Turning,Brass,Coated Carbide
1425.0,0.409,0.348,84.0,9.144,Milling,Brass,Carbide
2800.0,0.238,1.027,49.0,11.566,Milling,Brass,HSS
877.0,0.281,0.634,79.0,23.25,Milling,Brass,Carbide
894.0,0.39,1.853,169.0,30.354,Turning,Cast Iron,Cakbide
2126.0,0.499,2.519,208.0,15.743,Turning,Cast Iron,Coated Carbide
707.0,0.08,,53.0,42.506,Milling,Brass,Coated Carbide
845.0,,2.32,193.0,239.76,Turning,Cast Iron,Carbide
1831.0,0.16,1.88,170.0,32.085,Turning,Mild Steel,Coated Carbide
3051.0,0.192,1.321,70.0,17.825,Milling,Cast Iron,
1554.0,0.169,1.8,24.0,11.735,Milling,Cast Iron,HSS
2895.0,0.106,2.734,213.0,41.524,Turning,Cast Iron,Coated Carbide
1803.0,0.089,0.715,162.0,57.088,Turninx,Cast Iron,Coated Carbide
1044.0,0.098,0.549,264.0,262.32,Milling,Mild Steel,HSS
2346.0,0.213,2.201,185.0,,Turning,Mild Steel,HSS
1523.0,0.312,1.5,215.0,31.638,Turning,Cast Iron,HSS
1635.0,0.113,1.427,272.0,,Milling,Brass,Carbide
2056.0,0.375,2.118,115.0,,Milling,Mild Steel,Coated Carbide
936.0,0.25,2.804,82.0,42.32,Milling,Cast Iron,Coated Carbide
1601.0,,2.315,143.0,25.465,Turning,Brass,HSS
1389.0,0.177,1.958,87.0,23.517,Milling,Brass,HSS
2698.0,0.252,1.398,71.0,7.221,Milling,Brass,Carbide
2133.0,0.207,2.656,34.0,5.57,Milling,Cast Iron,HSS
452.0,0.392,2.642,297.0,98.111,Turning,,HSS
723.0,0.446,2.124,248.0,57.608,Milling,Brass,HSS
704.0,0.154,2.802,198.0,127.58,Turning,Brass,HSS
2039.0,0.078,2.441,64.0,25.497,Milling,Brass,Carbide
3075.0,0.428,0.631,193.0,11.196,Turning,Cast Iron,Coated Carbide
1056.0,0.235,2.482,146.0,,Milling,Mild Steel,Carbide
1396.0,0.083,0.631,309.0,188.004,Milling,Brass,HSn
2311.0,0.2,1.636,197.0,19.055,Turning,drass,Carbide
869.0,0.496,0.605,244.0,41.04,Milling,Brass,HcS
1963.0,0.308,2.045,90.0,,Turning,Cast Iron,Coated Carbide
,0.253,1.456,63.0,25.227,Milling,Cast Iron,Coated Carbide
1165.0,0.224,1.546,222.0,53.857,Turning,Brass,HSS
1794.0,0.488,1.613,210.0,16.167,Milling,Brass,Coated Carbide
1297.0,0.151,0.738,14.0,7.226,Milling,Cast Iron,Carbide
,0.315,1.528,273.0,13.176,Millbng,Brass,Coated Carbide
2999.0,0.349,2.832,73.0,1.901,Turning,Bjass,HSS
1150.0,0.379,1.21,66.0,-0.547,Turning,Brass,Carbide
1037.0,0.196,2.727,,75.719,Turning,Mild Steel,HSS
2036.0,0.125,2.05,112.0,42.466,Milling,Cast Iron,Carbide
849.0,0.294,1.406,145.0,35.405,Milling,Cast Iron,Coated Carbide
1938.0,0.398,2.003,95.0,19.399,Milling,Mild Steel,Carbide
1707.0,0.143,1.768,259.0,97.747,Turning,Cast Iron,HSS
864.0,0.452,2.499,293.0,49.633,Turning,Mild Steel,Carbide
1552.0,0.255,2.342,179.0,38.438,Milling,Mild Steel,Carbide
1444.0,0.211,2.501,227.0,87.941,Milling,Cast Iron,Carbide
2587.0,0.414,1.439,91.0,,Turning,Brass,HSS
894.0,0.384,,238.0,52.391,Milling,Mild Steel,Coated Carbide
2416.0,0.133,2.888,120.0,18.367,Milling,Cast Iron,Coated Carbide
,0.352,1.632,208.0,,Milling,Mild Steel,HSS
2358.0,0.397,1.995,197.0,22.25,Milling,Mild Steel,
2382.0,0.136,1.661,214.0,24.313,Turning,Brass,Coated Carbide
2269.0,0.22,1.946,36.0,11.578,Milling,Mild Steel,Coated Carbide
1115.0,0.447,0.959,117.0,13.962,Turning,Cast Iron,Carbide
2674.0,0.378,1.294,234.0,26.985,Milling,Cast Iron,Carbide
757.0,0.173,2.13,264.0,194.003,Milling,Cast Iron,HSS
,0.39,0.863,238.0,9.856,Milling,Mild Steel,Carbide
753.0,0.459,2.233,116.0,31.232,Milling,Mild Steel,Carbide
866.0,0.261,2.51,98.0,,Milling,Brass,Carbide
2268.0,0.402,0.944,163.0,11.892,Milling,Cast Iron,HSS
2454.0,0.219,2.413,164.0,26.261,Turning,Cast Iron,HSS
1585.0,0.452,2.485,218.0,16.027,Turning,Mild Steel,Coated Carbide
2119.0,0.435,0.9,149.0,17.274,Milling,Case Iron,HSS
2089.0,0.357,1.682,200.0,16.939,Milling,Mild Steel,Coated Carbide
725.0,0.164,1.761,0.0,7.968103871909921,Milling,Brass,
824.0,0.355,1.28,234.0,66.178,Milling,Cast Iron,Carbide
3039.0,0.392,2.177,149.0,1.079,Milling,Brass,HSS
1272.0,0.346,2.498,43.0,-1.397,Turning,Brass,HSS
1862.0,0.216,0.788,177.0,56.127,Milling,Mild Steel,HSS
1262.0,0.201,0.928,22.0,9.818,Milling,eild Steel,Coated Carbide
1643.0,,0.659,187.0,,Milling,Mild Steel,Coated Carbide
2077.0,0.405,1.086,180.0,7.749,Turning,Brass,Coated Carbide
2754.0,0.249,2.796,153.0,14.907,Milling,Brass,HSS
1735.0,0.294,2.197,61.0,5.989,Turning,Brass,HSS
2825.0,0.414,1.511,76.0,1.851,Turning,Brass,Carbide
15802.890003966928,0.099,0.683,0.0,2.508453251012932,Turning,Mild Steel,Coated Carbide
2655.0,,,210.0,-0.764,Turning,Brass,Carbide
1057.0,0.419,1.08,90.0,19.538,Milling,Mild Steel,Cowted Carbide
2903.0,0.307,1.639,244.0,17.034,Milling,Cast Iron,Coated Carbide
2322.0,0.479,,292.0,19.775,Turning,Cast Iron,Carbide
1091.0,0.311,2.871,306.0,62.903,Milling,Mild Steel,Coated Carbide
2846.0,0.381,0.938,122.0,0.589,Turning,Mild Steel,HSS
1263.0,0.26,2.34,57.0,14.763,Milling,Mild Steel,Coated Carbide
1309.0,0.095,0.28,62.0,,Milling,Mild Steel,qSS
1176.0,0.502,1.521,216.0,21.825,Turning,Mild Steel,Coated Carbide
1776.0,0.153,,274.0,81.936,Turxing,Mild Steel,HSS
1086.0,0.384,2.626,221.0,27.194,Turning,Mild Steel,Coated Carbide
1766.0,0.447,2.101,84.0,5.548,Milling,Cast Iron,Coated Carbide
1148.0,0.384,2.714,231.0,51.638,Milling,Mild Steel,HSS
1823.0,0.163,2.526,47.0,11.83,Milling,Cast Iron,Coated Carbide
2054.0,0.132,0.646,0.0,1.6575622408225168,Milling,Brass,Carbide
874.0,0.192,2.382,259.0,173.156,Milling,CastxIron,HSS
2155.0,0.23,2.6,225.0,34.33,Milling,Mild Steel,Carbiwe
18231.285804456158,0.146,0.499,257.0,53.046,,Mild Steel,Carbide
2166.0,0.323,3.022,292.0,39.849,Turning,Cast Iron,eSS
,0.259,2.029,34.0,0.966,Milling,Brass,Coated Carbide
2810.0,0.127,1.476,40.0,6.017,Milling,Brass,Carbide
2672.0,0.457,2.362,226.0,5.554,,Brass,Coated Carbide
986.0,0.278,2.759,97.0,30.891,Turning,Mild Steel,HSS
678.0,0.205,2.126,289.0,147.155,Turning,Brass,HSS
1771.0,0.239,1.129,206.0,38.125,Milling,Brass,HSS
1814.0,0.25,0.459,217.0,41.225,Turning,Cast Iron,HSS
2752.0,0.511,0.471,40.0,8.79,Turning,Mild Steel,HSS
2546.0,0.277,1.92,196.0,21.368,Milling,Cast Iron,Carbide
928.0,0.143,2.051,281.0,139.529,Milling,Brass,Cfrbide
2363.0,0.157,2.415,16.0,-1.202,Milling,Cast Iron,Coated Carbide
2895.0,0.366,2.844,184.0,,Milling,Mild Steel,Carbide
2576.0,0.226,0.665,221.0,20.012,Turning,Brass,HSS
1852.0,0.05,1.443,162.0,70.08,Turning,Brass,Carbide
1959.0,0.237,3.0,64.0,20.275,Milling,,HSS
1347.0,0.129,2.629,124.0,26.497,Turning,Brass,Carbide
2859.0,0.221,0.753,74.0,14.768,Turning,Brass,Coated Carbide
1886.0,0.322,2.083,252.0,16.993,Turning,Brass,Coated Carbide
1803.0,0.483,1.351,107.0,13.445,Turning,Cast Iron,Carbide
967.0,0.385,1.799,184.0,26.141,Turning,Brass,HSS
854.0,0.465,2.338,187.0,35.368,Turning,Cast Iron,HSS
767.0,0.493,2.19,123.0,26.794,Turning,Cast Iron,HSS
2015.0,0.262,1.432,96.0,26.741,Milling,Mild Steel,Coated Carbide
2244.0,0.397,1.549,75.0,9.63,Milling,Mild Steel,Carbide
762.0,,0.639,,112.798,Milling,Brass,HSS
2137.0,0.427,1.894,42.0,-2.904,Turning,Mild Steel,HSS
448.0,0.089,2.4,15.0,26.808,Turning,Brass,Carbide
1473.0,0.311,1.014,82.0,8.272,Milling,Mild Steel,Coated Carbide
1137.0,0.322,2.285,255.0,42.052,Turning,,HSS
2879.0,0.115,2.15,264.0,64.833,Milling,Mild Steel,Carbide
873.0,0.153,2.558,222.0,68.942,Turning,Brass,Coated Carbide
1781.0,0.049,2.321,73.0,47.883,Turning,Cast Iron,Carbide
1300.0,0.304,0.048,282.0,63.766,Turning,Mild Steel,HSS
787.0,0.362,2.28,172.0,32.027,Tuxning,Mild Steel,Carbide
,0.174,0.594,230.0,48.698,Turning,Cast Iron,HSS
2853.0,0.475,1.05,70.0,5.395,Milling,Brass,HSS
937.0,0.371,2.243,297.0,38.844,Turning,Brass,Carbide
2436.0,0.121,1.931,114.0,23.665,Milling,Mild Steel,Carbide
1774.0,,2.884,80.0,13.078,Milling,Mild Steel,Carbide
1364.0,0.379,2.212,103.0,14.636,Turning,Mild Steel,Carbide
,0.25,0.098,134.0,28.925,Turning,Cast Iron,Carbide
2099.0,0.51,2.942,68.0,8.097,Milling,Cast Iron,Carbide
2734.0,0.453,1.605,70.0,7.726,Turning,Brass,HSS
502.0,0.203,1.924,93.0,64.085,Milling,Mild Steel,HSS
1109.0,0.081,0.434,138.0,74.834,Turning,Brasu,Carbide
2358.0,,1.087,217.0,10.878,Turning,Cast Iron,HSS
2885.0,0.192,0.148,11.0,-3.874,Millibg,Cast Iron,Carbide
2207.0,0.33,1.087,248.0,31.243,Milling,Cast Iron,Carbide
3022.0,0.182,1.801,198.0,11.648,,Brass,HSS
2266.0,0.049,1.033,221.0,83.747,Turning,Brass,Carbide
876.0,0.325,1.739,190.0,61.587,Turning,Mild Steel,HSS
807.0,0.377,2.728,63.0,,Turning,MildoSteel,HSS
1893.0,0.387,0.275,258.0,22.927,Turning,Cast Iron,Carbide
2546.0,0.127,2.365,47.0,15.634,Milling,Cast Iron,HSS
962.0,0.391,1.222,230.0,40.402,Milling,Mild Steel,
1369.0,0.282,1.792,77.0,19.965,Turning,Mild Steel,HSS
2756.0,0.131,1.683,104.0,13.264,Milling,Brass,Carbide
1807.0,0.475,1.163,224.0,12.228,Turning,Mild Steel,Coated Carbide
,0.168,1.865,193.0,29.157,Milling,Mild Steel,Coated Carbide
2158.0,0.429,1.976,153.0,4.993,Turning,Mild Steel,HSS
2643.0,0.339,2.475,188.0,29.928,Milling,Cast Iron,HSS
,,2.661,226.0,74.29,Turning,Mild Steel,Coated Carbide
2357.0,0.169,1.753,218.0,41.181,Milling,Brass,Carbide
2318.0,0.203,2.014,100.0,9.096,Turning,Mild Steel,
625.0,0.37,0.552,130.0,,Turning,Cast Iron,Carbide
2851.0,0.075,2.684,12.0,0.169,Turning,Cast Iron,HSS
2547.0,0.172,0.679,167.0,29.917,Milling,Mild Steel,HSS
2051.0,0.399,1.108,197.0,22.236,Turning,Mild Steel,HSS
882.0,0.203,2.028,202.0,116.738,Milling,Mild Steel,HSS
717.0,0.204,0.65,204.0,84.296,Turning,Mild Steel,Carbide
637.0,0.457,0.949,35.0,8.706,Milling,Mild Steel,Coated Carbide
2775.0,0.126,1.357,136.0,22.981,Turning,Brqss,Carbidm
838.0,0.344,1.102,64.0,21.04,Turning,Mild Steel,Carbide
1374.0,0.157,2.657,8.0,5.305,Turning,Mild Steel,Carbide
1998.0,0.216,1.982,0.0,5.446538852544515,Milling,Mild Steel,Carbide
1795.0,0.307,1.11,125.0,,Turning,Brass,Coated Carbide
2547.0,0.082,1.958,177.0,73.128,Milling,Cast Iron,Coated Carbide
2917.0,0.442,2.122,150.0,14.446,Milling,Cast Iron,Coated Carbide
,0.128,1.097,297.0,56.835,Turning,Cast Iron,Coated Carbide
2194.0,0.097,2.287,115.0,16.765,Turning,Brass,HSS
1526.0,0.14,1.213,176.0,37.65,Turning,Brass,Carbide
584.0,0.079,2.081,189.0,461.179,Milling,Cast Iron,HSS
2438.0,0.117,0.459,68.0,16.82,Milling,Cast Iron,Carbide
1681.0,0.077,0.8,215.0,119.299,Turning,Cast Iron,Coated Carbide
2962.0,0.086,,54.0,7.007,Turning,Brass,Carbide
579.0,0.22,1.713,102.0,69.89,Turning,Cast Iron,
1056.0,0.298,0.309,259.0,43.977,Turning,Cast Iron,Carbide
2545.0,,2.784,53.0,6.347,Turning,Cast Iron,HSS
671.0,0.295,1.964,293.0,82.587,Turning,Braxs,HSS
2701.0,0.088,0.667,186.0,50.18,Turning,Cast Iron,Carbide
669.0,0.376,2.768,67.0,,Milling,Cast Iron,HSS
2539.0,0.393,2.524,262.0,19.166,Turning,Cast Iron,Carbide
2334.0,0.164,2.362,68.0,24.843,Milling,Mild Steel,Coated Carbide
1419.0,0.112,0.927,143.0,44.91,Turning,Cast Iron,Coated Carbide
2454.0,0.114,2.261,82.0,23.033,Milling,Cast Iron,HSS
1609.0,0.099,2.105,174.0,83.794,Milling,Mild Steel,Coated Carbide
2774.0,0.462,1.027,276.0,,Turjing,Cast Iron,HSS
520.0,0.055,2.647,286.0,592.46,Milling,Cast Iron,Carbide
